179568000 1
175984000 1
177972000 1
175488000 1
196844000 1
186692000 1
179456000 1
181768000 1
177952000 1
185452000 1
183292000 1
196132000 1
185212000 1
186297000 1
175965000 1
180512000 1
195961000 1
177853000 1
172937000 1
178193000 1
180549000 1
195713000 1
198978000 1
185237000 1
178801000 1
186037000 1
172481000 1
178205000 2
197213000 1
181425000 1
181173000 1
170117000 1
180125000 1
179942000 1
197446000 1
176934000 1
181866000 1
195186000 1
181766000 1
202045000 1
171478000 1
187910000 1
177046000 1
183426000 1
176702000 1
181046000 1
178202000 1
0 1
175859000 1
191699000 1
179639000 1
178495000 1
179475000 1
205270000 1
183983000 1
179491000 1
182379000 1
191819000 1
179615000 1
182002000 1
197731000 1
174267000 1
191907000 1
178191000 1
179271000 1
194183000 1
195451000 1
172923000 1
