1.77972e+08  -76.0894  623.443  69.8763  4.52503  1.10001e+06
1.78191e+08  -98.5764  602.296  68.5247  1.02828  986196
1.81425e+08  -18.6099  597.555  71.3454  11.7534  1.03461e+06
1.75984e+08  -23.3238  655.519  71.3329  15.4374  1.1574e+06
1.83983e+08  -73.0964  599.872  64.974  3.16441  1.01565e+06
1.75965e+08  -14.5818  640.545  72.493  24.0482  1.17946e+06
1.78495e+08  -81.3789  603.312  67.9431  4.15575  1.05605e+06
1.83426e+08  -17.1996  588.825  70.5457  14.2491  1.00039e+06
1.85452e+08  -21.9101  614.656  67.7849  11.9638  1.02937e+06
1.76934e+08  1.64865  610.069  75.8661  25.7546  1.05921e+06
1.83292e+08  -22.9795  611.158  70.2122  12.9583  1.0021e+06
1.82379e+08  -28.008  608.849  69.4199  7.59479  1.06499e+06
1.79491e+08  -70.3206  604.097  47.3469  1.67076  316468
1.85212e+08  -24.4122  624.726  47.8021  18.1513  347594
1.81766e+08  -20.0009  620.051  49.7626  24.2726  361093
1.71478e+08  -29.8296  681.103  51.7385  34.1763  490443
1.78202e+08  -24.2539  591.597  52.4102  11.3223  305735
1.81866e+08  0.722699  643.026  49.1499  40.1256  361999
1.81046e+08  -15.4524  605.911  50.9399  17.1165  334321
1.70117e+08  -42.2181  616.31  52.5311  4.6202  359523
1.77853e+08  -43.9545  607.093  48.3357  4.93228  332608
1.76702e+08  -18.713  618.624  52.1894  16.1346  367379
1.80549e+08  -25.6292  637.18  48.6728  11.0924  351336
1.75859e+08  -28.9477  636.948  51.6794  8.75387  365019
1.81768e+08  -36.75  619.1  68.6653  9.01199  850953
1.72481e+08  -9.71701  617.734  78.332  17.0639  912403
1.74267e+08  -20.3085  623.661  76.531  10.5834  907089
1.79271e+08  -18.8712  578.535  73.5359  5.0664  756721
1.80512e+08  -56.9922  615.376  67.9514  3.4612  832750
1.79942e+08  -14.8055  592.395  72.4559  10.2887  813706
1.8791e+08  -83.1497  560.305  65.0015  2.37252  645750
1.75488e+08  -21.8712  661.161  69.9203  14.1553  947154
1.78801e+08  -63.3763  609.579  68.4242  1.68962  824389
1.82002e+08  8.54055  601.874  72.8336  30.2178  812265
1.79615e+08  -50.2186  655.596  65.8213  10.9169  989504
1.80125e+08  -12.5083  615.278  50.0997  25.3523  245778
1.79639e+08  -87.9005  610.107  45.8924  3.51099  231114
1.72937e+08  -28.2274  628.722  51.8165  8.89554  283785
1.81173e+08  1.06503  653.816  48.2316  39.0416  272082
1.77952e+08  -18.1377  620.253  51.1371  17.3824  248616
1.78193e+08  -26.019  595.852  51.5412  8.00853  241338
1.79568e+08  -58.1027  601.707  48.5662  5.74741  218424
1.72923e+08  -87.9402  654.276  47.8897  2.83288  301222
1.78205e+08  -92.3474  625.27  44.9384  3.35544  259309
1.78205e+08  -92.3474  625.27  44.9384  3.35544  259309
1.77046e+08  -68.9485  590.355  48.8943  1.88451  228430
1.79456e+08  -69.8354  615.207  48.3257  3.98708  239271
1.86037e+08  -29.8702  721.563  75.7193  19.0766  758063
1.79475e+08  -82.1401  682.089  68.0758  4.33505  1.09117e+06
1.96844e+08  -4.4887  689.71  63.4042  49.5499  904203
1.96132e+08  31.7338  704.081  67.0502  65.0809  996667
1.91819e+08  -31.0355  757.097  61.9213  13.3406  956331
1.95451e+08  64.4836  749.846  67.2885  101.383  1.15809e+06
1.91699e+08  -25.4834  698.06  67.6403  17.5199  812782
1.95186e+08  23.9713  664.089  65.4622  60.0713  1.02528e+06
1.94183e+08  -9.7752  730.755  62.9393  50.4371  1.08972e+06
2.0527e+08  65.4135  743.967  62.4194  108.577  1.05114e+06
1.86692e+08  -3.8279  717.176  74.1052  54.6297  921801
1.98978e+08  -54.526  718.551  57.6049  32.0182  954420
2.02045e+08  -55.7626  679.086  40.5044  7.04359  255171
1.97446e+08  3.12135  736.458  43.946  76.5223  393782
1.91907e+08  16.4322  766.87  45.3433  102.329  497899
1.97213e+08  63.8427  794.527  46.6096  144.081  384966
1.95961e+08  -16.7146  675.438  44.3021  47.7327  331891
1.97731e+08  67.7888  806.333  46.8194  169.162  451256
1.86297e+08  -81.3269  664.627  43.918  5.3411  342273
1.95713e+08  -39.0387  678.216  43.2147  19.4779  322802
1.85237e+08  -43.5219  698.859  49.1886  17.1744  273102

